CN1721226	CAN总线	整车能量高
CN1084545	熄焦室	运行成本低
CN1084545	熄焦室	装置冷却效果好
CN1084545	熄焦室	装置冷却效果焦
CN1084545	熄焦室	装置造价焦
CN1121953	洗净	分子硅氧烷低
CN1121953	洗净	使用高纯度低
CN1121953	洗净	物净
CN1300893	洗衣机	绝缘性安全
CN1300893	洗衣机	体积小
CN1308159	洗衣机	洗涤效果好
CN1300893	洗衣机	优势高
CN1300893	洗衣机	重量轻
CN101395552	系控制方法	燃料效率路线动力优
CN101395552	系控制方法	燃料效率路线优
CN101274590	系列工程	解决车燃料高贵
CN101274590	系列工程	解决电力不足
CN1855606	系统构成方法	车多
CN1855606	系统构成方法	分离合理
CN1855606	系统构成方法	功能合理
CN1855606	系统构成方法	降低运行成本显著
CN1855606	系统构成方法	效果显著
CN1895942	系统控制方法	动器合理
CN1895942	系统控制方法	分配合理
CN1895942	系统控制方法	切换合理
CN1895942	系统控制方法	整车燃料少
CN1983090	系相结合	性稳健
CN1983090	系相结合	增强系统稳健
CN1545531	酰亚胺膜	质子电优异
CN1319243	显示面板	性能热
CN1319243	显示面板	抑制蓝色荧光体层热
CN1181571	显示器	电平低
CN1181571	显示器	电平高
CN1439887	显示装置	电池劣
CN1439887	显示装置	环境温和
CN201171183	线束接口	结构紧凑
CN1796184	线束结构	高压线少
CN1191511	线系统	弹性杆容易
CN1222428	限动板	防止手柄操作凸
CN1222428	限动板	件凸
CN1595583	限流器	结构简单
CN1595583	限流器	可靠性高
CN1595583	限流器	流效果明显
CN2653475	箱	结构新颖
CN1420573	箱结构	温度高
CN1420573	箱结构	影响不良
CN1064907	箱形梁	钢筋混凝土箱形梁轻
CN1064907	箱形梁	经济性好
CN201080140	小轿车	数码变频电动小轿车舒适
CN2623505	小汽车	发电效果好
CN1180026	小汽车	功能齐全
CN101264787	小汽车	价廉
CN2623505	小汽车	具有结构简单
CN1180026	小汽车	能耗低
CN2623505	小汽车	特点好
CN1180026	小汽车	效率高
CN2623505	小汽车	优点突出
CN1180026	小汽车	造价低廉
CN101291841	小型车辆	地方泥泞
CN101291841	小型车辆	行驶轻便
CN101071948	效率单相	工频
CN101071948	效率单相	滤波器滤波通
CN101071948	效率单相	逆变器逆变频
CN1967916	效氧电极	燃料电池高
CN201195513	写字台	搬运写字台麻烦
CN201195513	写字台	结构简单
CN101419438	芯片	成本低廉
CN101419438	芯片	刷新工具简单
CN201086802	芯轴组件	是结构简单
CN101087020	锌电极	电极利用率高
CN101087020	锌电极	放电电压高
CN101087020	锌电极	具有操作简便
CN101087020	锌电极	优点高
CN101087020	锌电极	质量一致性水平高
CN1751898	新材料	艺术效果好
CN1751898	新材料	作画时容易
CN1268579	新工艺	处理成本低
CN1173453	新结构	适应性广
CN1394768	新模式	速度大
CN1294669	信号装置	制造简单
CN200977845	行李车	包裹方便
CN101380975	行驶车辆	改变自动行驶车辆运动路线方便
CN101400537	行驶系统	磁铁简易
CN101400537	行驶系统	调整大
CN101400537	行驶系统	调整可靠
CN101400537	行驶系统	结构简易
CN101400537	行驶系统	结构迅速
CN101419677	行驶状态	电动汽车燃油经济性高
CN101419677	行驶状态	识别效果明显
CN101419677	行驶状态	有效调节合理
CN101419677	行驶状态	有助于电动汽车控制器合理
CN101439668	行星轮系	发动机工作效率优
CN101439666	行星轮系	具有结构简单
CN101439668	行星轮系	具有结构简单
CN101439668	行星轮系	优点突出
CN101439666	行星轮系	优点突出
CN101149094	行星排	传递部件少
CN101149094	行星排	是结构紧凑
CN201052771	行走器	结构简单
CN201052771	行走器	三轮车瘪
CN201052771	行走器	胎瘪
CN201052771	行走器	胎固定瘪
CN201195529	行走装置	成本低廉
CN201195529	行走装置	结构简单
CN201195529	行走装置	特点方便
CN201195529	行走装置	体积小
CN1282134	形电机	工作状态佳
CN1282134	形电机	具有输入功率小
CN1085157	形模板	边缘构造图形清晰
CN1338124	形蓄电池	引线端子牢固
CN1225807	型裁剪法	服装成品胸宽
CN1225807	型裁剪法	体服装特
CN201140752	型电动车	操作容易
CN101386324	型电动车	操作容易
CN201140752	型电动车	折叠方法简单
CN101386324	型电动车	折叠方法简单
CN101288181	性存储器	电子小
CN101289755	性方法	不锈钢双极板高
CN1770530	性方法	单体电池尺寸方便
CN101289755	性方法	导电性强
CN101289755	性方法	改性功能强
CN101289755	性方法	获得结合力好
CN1804574	性能参数	采集实时
CN1804574	性能参数	控制装置实时
CN101150195	性能影响	燃料电池性能高
CN101252211	修复系统	成本低
CN101252211	修复系统	技术操作简单
CN101252211	修复系统	经济社会效益显著
CN2253870	蓄电池	表面积板
CN1367545	蓄电池	表面效应大
CN1434532	蓄电池	并联串联笨
CN1588753	蓄电池	不足时供电佳
CN101281982	蓄电池	产生显著
CN1812181	蓄电池	成本低
CN2403129	蓄电池	充电时间短
CN201146209	蓄电池	出极板大
CN2509730	蓄电池	大电流充放电能力差
CN2509730	蓄电池	大电流充放电性能好
CN1493475	蓄电池	电备用蓄电池好
CN2403129	蓄电池	电池突出
CN1345102	蓄电池	电动车少
CN1086051	蓄电池	电极极板内阻大
CN1086051	蓄电池	电极极板内阻一般
CN1643722	蓄电池	电解液废
CN1472837	蓄电池	电容量大
CN101281982	蓄电池	发明胶体电解质蓄电池成本低
CN101281982	蓄电池	发明胶体电解质蓄电池低温起动性能好
CN101286570	蓄电池	发明胶体蓄电池低温起动性能好
CN1905264	蓄电池	放电电流大
CN2403129	蓄电池	放电小
CN101286570	蓄电池	工艺简单
CN1438725	蓄电池	工作稳定性好
CN201146209	蓄电池	工作性能大
CN2509730	蓄电池	功率小
CN1367545	蓄电池	活性强
CN1292573	蓄电池	极柱不易
CN2169926	蓄电池	价格低廉
CN101378121	蓄电池	碱性蓄电池好
CN2454906	蓄电池	碱性蓄电池内阻小
CN200941411	蓄电池	结构简单
CN1367545	蓄电池	具有大电流放电容量大
CN1438725	蓄电池	具有结构简单
CN2169926	蓄电池	具有结构简单
CN2212837	蓄电池	具有寿命长
CN1472837	蓄电池	具有重量轻
CN1367545	蓄电池	密封铅酸蓄电池全
CN1434532	蓄电池	内阻小
CN2403129	蓄电池	内阻小
CN1905264	蓄电池	耐充放性能优越
CN2621343	蓄电池	能量低
CN1367545	蓄电池	能量高
CN1905264	蓄电池	能量高
CN2621343	蓄电池	能量高
CN1221991	蓄电池	铅酸蓄电池高
CN2509730	蓄电池	缺点短
CN2621343	蓄电池	缺点短
CN1434532	蓄电池	缺陷大
CN2509730	蓄电池	容量低
CN2509730	蓄电池	容量高
CN1588753	蓄电池	时间供电长
CN101281982	蓄电池	实用效果显著
CN1367545	蓄电池	使用寿命长
CN2509730	蓄电池	使用寿命长
CN1472837	蓄电池	使用寿命长
CN1677737	蓄电池	使用寿命长
CN2621343	蓄电池	使用寿命长
CN2509730	蓄电池	使用寿命短
CN2621343	蓄电池	使用寿命短
CN2403129	蓄电池	是重量轻
CN2169926	蓄电池	寿命长
CN1367545	蓄电池	特点长
CN1142689	蓄电池	锑合金材料低
CN2621343	蓄电池	维护性差
CN1588753	蓄电池	问题佳
CN1438725	蓄电池	线少
CN1739210	蓄电池	性储氢合金耐蚀
CN200941411	蓄电池	性能可靠
CN2169926	蓄电池	性能可靠
CN101383526	蓄电池	性能稳定可靠
CN1345102	蓄电池	蓄电池长
CN1812181	蓄电池	蓄电池寿命长
CN1485943	蓄电池	循环寿命长
CN1905264	蓄电池	循环寿命长
CN1239593	蓄电池	循环效率好
CN1812181	蓄电池	应用范围广
CN2509730	蓄电池	优点长
CN1472837	蓄电池	优点长
CN2621343	蓄电池	优点长
CN2403129	蓄电池	优点突出
CN1485943	蓄电池	制造成本低
CN101438452	蓄电池单元	操纵一致
CN101438452	蓄电池单元	单元少
CN101438452	蓄电池单元	单元一致
CN101027801	蓄电池模块	安装方便
CN101401229	蓄电池模块	密封部分蓄电池单元脆弱
CN1670986	蓄电池装置	分散容易
CN1670986	蓄电池装置	改变扁平叠层电池单体数量容易
CN1670986	蓄电池装置	蓄电池装置多余
CN101378190	蓄电池组	保护功能全面
CN101378190	蓄电池组	成本低廉
CN101378190	蓄电池组	发明有益
CN1481059	蓄电池组	解决充电安全
CN101378190	蓄电池组	锂电池保护芯片可靠
CN1945893	蓄电池组	灵活性强
CN1945893	蓄电池组	散热效果好
CN101378190	蓄电池组	效果有益
CN101199094	蓄电系统	蓄电系统实际
CN101199094	蓄电系统	应用时重要
CN1735949	蓄电装置	电池单元完全
CN101394002	蓄电装置	具备高容量特性难
CN101394003	蓄电装置	具有高容量特性厚
CN101394003	蓄电装置	具有高输出特性薄
CN101394003	蓄电装置	能量密度高
CN101394002	蓄电装置	能量密度高
CN101394002	蓄电装置	石墨难
CN101394003	蓄电装置	正极复合层薄
CN101394003	蓄电装置	正极复合层厚
CN1263192	蓄液装置	特点低
CN1263192	蓄液装置	维护成本低
CN201128363	悬挂系统	系统少
CN1262187	悬挂装置	减震性强
CN1262187	悬挂装置	优点强
CN101405154	悬架系统	充电状态高
CN101405154	悬架系统	消除电池高
CN1436689	悬架装置	车辆行驶平顺性高
CN1436689	悬架装置	加工成本低
CN1436689	悬架装置	结构简单
CN1436689	悬架装置	可靠性高
CN1436689	悬架装置	性舒适
CN101272066	旋转电机	磁铁高
CN1596496	旋转电机	电动机效率高
CN101326697	旋转电机	气隙宽度差
CN1596496	旋转电机	体积小
CN1665101	旋转电机	制造定子容易
CN1665101	旋转电机	制造容易
CN1213804	学习系统	教室高
CN1213804	学习系统	用户灵活
CN1216429	寻呼机	电平数字信号多
CN1216429	寻呼机	电平数字信号准确
CN1216429	寻呼机	电压准确
CN1917263	循环系统	燃料容忍性好
CN1038970	循环系统	位置低
CN1038970	循环系统	循环系统低
CN1073516	循环装置	泵热
CN1073516	循环装置	幅度大
CN1073516	循环装置	解决现有热
CN1073516	循环装置	空调器能耗大
CN1073516	循环装置	问题大
CN1073517	循环装置	问题大
CN1073516	循环装置	循环热
CN1073517	循环装置	压缩机能耗大
CN1073517	循环装置	压缩机起动功率少
CN1073516	循环装置	制热
CN1258125	压充电器	变化范围小
CN1258125	压充电器	稳定性好
CN1289181	压电装置	距离大
CN1289181	压电装置	稳定性高性能振荡器热
CN1725535	压方法	加温时间短
CN1725535	压方法	速度快
CN1725535	压方法	用电少
CN1725535	压方法	优点少
CN1259911	压紧力	空间少
CN1044532	压力分布	保证测量时活塞环灵活
CN1044532	压力分布	定位准确
CN1044532	压力分布	转动灵活
CN1503886	压力容器	压力容器高
CN201148955	压缩机	电动汽车空调压缩机常用
CN201148955	压缩机	交流电机常用
CN2035809	压缩机	空压机冷却效果好
CN201148955	压缩机	使用工业常用
CN201071818	压缩装置	节省结构庞大
CN201071818	压缩装置	冷却散热系统庞大
CN201071818	压缩装置	性能可靠
CN201071818	压缩装置	性强实用
CN1197929	衍射光栅	凹凸状周期栅微细
CN1197929	衍射光栅	工艺简单
CN1197929	衍射光栅	工艺精密
CN200962269	演示仪	演示效果好
CN200962269	演示仪	装置简单
CN1961443	阳极	镍少
CN1961443	阳极	燃料电池阳极特性好
CN1961443	阳极	热膨胀系数特性低
CN1667856	阳极材料	经济效益巨大
CN1665057	阳极基膜	成本低
CN1665057	阳极基膜	发明方法简单
CN1665057	阳极基膜	工作温度高
CN1665057	阳极基膜	生产周期短
CN101263079	氧	反应温度高
CN101263079	氧	硅方便
CN1237640	氧化法	固定彻底
CN1237640	氧化法	硫砷完全
CN101284239	氧化锰	氢气少
CN101168447	氧化铈	制备过程简单
CN101180120	氧化物	所得氧化铜高
CN1665743	氧化物	氧好
CN201134465	氧基板	分配氧化道合理
CN1247750	药物	成本低廉
CN1147401	药物	发明成本低
CN1147401	药物	范围广
CN1147401	药物	范围适用
CN1247750	药物	疗效好
CN1254563	药物	疗效显著
CN1147401	药物	心律失常
CN1247750	药物	用原料来源广泛
CN1247750	药物	制备工艺简单
CN1147401	药物	治疗效果好
CN1147401	药物	作用快
CN1284260	药用石斛	方法简单
CN1297025	液化气	成本低廉
CN1297025	液化气	烃碳轻
CN201210306	液晶仪表	显示方式灵活
CN1737088	液体燃料	发明新型清洁
CN1737088	液体燃料	环保燃料清洁
CN1737088	液体燃料	居民高
CN1737088	液体燃料	有利于国家能源安全
CN1926706	液组合物	导电低
CN1550539	液组合物	导电性低
CN1926706	液组合物	时间长
CN1300684	一体机	再生电能效率高
CN201000338	仪表	产生误差容易
CN201000338	仪表	读数容易
CN201000338	仪表	能耗低
CN201000338	仪表	寿命长
CN201000338	仪表	寿命可靠
CN201000338	仪表	仪表读数准确
CN2600276	仪表盘	效果显著
CN101318473	仪表系统	成本低
CN101318473	仪表系统	具有功能多
CN101318473	仪表系统	特点低
CN201149490	仪表装置	发热量低
CN201149490	仪表装置	发热量小
CN201149490	仪表装置	工作可靠
CN1457122	移动电站	结构紧凑
CN1457122	移动电站	履带高
CN1457122	移动电站	使电站制造简单
CN1457122	移动电站	外形美观
CN101358151	乙醇汽油	爆发力强
CN101033416	乙醇汽油	启动困难
CN101033416	乙醇汽油	启动冷
CN101358151	乙醇汽油	特点强
CN101033416	乙醇汽油	性胀
CN201095311	椅结构	结构简单
CN201095311	椅结构	特点美观
CN201095311	椅结构	外形美观
CN1187208	异丁烯	丁异
CN1187208	异丁烯	分子量低
CN1187208	异丁烯	键低
CN1599106	抑制析氢	电极成本低廉
CN1599106	抑制析氢	具有工艺简单
CN1599106	抑制析氢	特点低廉
CN1599106	抑制析氢	效率高
CN101397013	意图识别	限度大
CN1937290	阴极结构	电极性能高
CN1937290	阴极结构	阴极方便
CN1556555	阴极镍板	大面积电极方便
CN1556555	阴极镍板	工艺简单
CN1556555	阴极镍板	加工成本低
CN1556555	阴极镍板	稳定性优异
CN1267742	银合金	性能良好耐蚀
CN201126947	引入装置	电动车车体移动时灵活
CN201126947	引入装置	设备高
